Date,Temperature,Humidity,CH4,CO2,H2S,NH3,pH,RED,GREEN,BLUE
5/18/2025 5:47,32.6,95.7,1.03,553.03,0.38,0.01,10.09,161.0,70.0,102.0
5/18/2025 5:48,32.6,95.8,1.03,560.88,0.39,0.01,10.09,161.0,61.0,101.0
5/18/2025 5:49,32.6,95.7,1.03,555.54,0.39,0.01,10.09,161.0,61.0,105.0
5/18/2025 5:50,32.6,95.7,1.04,531.53,0.39,0.01,10.09,161.0,65.0,101.0
5/18/2025 5:51,32.6,95.7,1.04,535.88,0.39,0.01,10.09,161.0,69.0,102.0
5/18/2025 5:52,32.6,95.7,1.03,525.96,0.39,0.01,10.13,162.0,62.0,106.0
5/18/2025 5:53,32.6,95.7,1.03,529.64,0.39,0.01,10.13,166.0,62.0,106.0
5/18/2025 5:54,32.6,95.7,1.05,523.5,0.39,0.01,10.13,166.0,62.0,106.0
5/18/2025 5:55,32.6,95.7,1.05,539.68,0.39,0.01,10.14,170.0,63.0,104.0
5/18/2025 5:56,32.6,95.7,1.05,531.5,0.4,0.01,10.14,161.0,63.0,102.0
5/18/2025 5:57,32.6,95.7,1.06,530.27,0.4,0.01,10.13,166.0,67.0,102.0
5/18/2025 5:58,32.6,95.7,1.06,526.57,0.4,0.01,10.11,166.0,65.0,102.0
5/18/2025 5:59,32.6,95.7,1.07,521.06,0.41,0.01,10.12,161.0,66.0,102.0
5/18/2025 6:00,32.6,95.7,1.07,523.5,0.41,0.01,10.11,161.0,65.0,102.0
5/18/2025 6:01,32.6,95.7,1.08,535.23,0.41,0.01,10.1,161.0,69.0,101.0
5/18/2025 6:02,32.6,95.7,1.08,523.5,0.41,0.01,10.11,165.0,66.0,102.0
5/18/2025 6:03,32.6,95.7,1.08,522.89,0.42,0.01,10.11,166.0,65.0,102.0
5/18/2025 6:04,32.6,95.7,1.08,519.25,0.42,0.01,10.11,165.0,67.0,102.0
5/18/2025 6:05,32.6,95.7,1.08,516.84,0.42,0.01,10.1,162.0,71.0,102.0
5/18/2025 6:06,32.6,95.7,1.09,520.45,0.42,0.01,10.12,169.0,62.0,102.0
5/18/2025 6:07,32.6,95.7,1.09,519.85,0.42,0.01,10.1,161.0,70.0,102.0
5/18/2025 6:08,32.6,95.7,1.09,519.85,0.43,0.01,10.1,161.0,66.0,103.0
5/18/2025 6:09,32.6,95.7,1.1,516.24,0.43,0.01,10.13,166.0,63.0,102.0
5/18/2025 6:10,32.6,95.6,1.1,515.63,0.43,0.01,10.13,161.0,67.0,106.0
5/18/2025 6:11,32.6,95.7,1.11,513.83,0.43,0.01,10.11,166.0,67.0,103.0
5/18/2025 6:12,32.6,95.7,1.12,510.86,0.44,0.01,10.1,166.0,66.0,103.0
5/18/2025 6:13,32.6,95.7,1.12,510.26,0.44,0.01,10.14,162.0,63.0,106.0
5/18/2025 6:14,32.6,95.7,1.13,510.86,0.44,0.01,10.13,162.0,66.0,103.0
5/18/2025 6:15,32.6,95.7,1.13,512.05,0.44,0.01,10.11,162.0,63.0,106.0
5/18/2025 6:16,32.6,95.7,1.13,518.04,0.45,0.01,10.1,163.0,72.0,104.0
5/18/2025 6:17,32.6,95.7,1.13,515.63,0.45,0.01,10.13,167.0,64.0,104.0
5/18/2025 6:18,32.6,95.7,1.14,522.28,0.45,0.01,10.14,162.0,67.0,104.0
5/18/2025 6:19,32.6,95.7,1.14,515.03,0.46,0.01,10.13,162.0,67.0,104.0
5/18/2025 6:20,32.6,95.7,1.15,510.26,0.47,0.01,10.11,167.0,67.0,104.0
5/18/2025 6:21,32.6,95.7,1.15,504.96,0.47,0.01,10.12,161.0,63.0,106.0
5/18/2025 6:22,32.6,95.6,1.16,502.02,0.47,0.01,10.12,162.0,67.0,103.0
5/18/2025 6:23,32.6,95.6,1.16,498.53,0.48,0.01,10.13,165.0,68.0,103.0
5/18/2025 6:24,32.6,95.7,1.17,486.02,0.48,0.01,10.12,162.0,71.0,104.0
5/18/2025 6:25,32.6,95.6,1.18,472.65,0.48,0.01,10.1,163.0,68.0,104.0
5/18/2025 6:26,32.6,95.7,1.18,471.01,0.49,0.01,10.13,162.0,68.0,107.0
5/18/2025 6:27,32.6,95.6,1.19,477.6,0.49,0.01,10.1,168.0,64.0,104.0
5/18/2025 6:28,32.6,95.6,1.19,479.81,0.5,0.01,10.12,169.0,64.0,103.0
5/18/2025 6:29,32.5,95.7,1.2,478.15,0.5,0.01,10.12,167.0,67.0,104.0
5/18/2025 6:30,32.6,95.7,1.2,477.04,0.5,0.01,10.12,162.0,68.0,107.0
5/18/2025 6:31,32.5,95.7,1.22,479.26,0.51,0.01,10.09,162.0,64.0,104.0
5/18/2025 6:32,32.5,95.7,1.22,480.36,0.51,0.01,10.12,166.0,64.0,104.0
5/18/2025 6:33,32.5,95.7,1.22,478.15,0.51,0.01,10.1,162.0,72.0,104.0
5/18/2025 6:34,32.6,95.7,1.22,479.81,0.52,0.01,10.13,165.0,64.0,107.0
5/18/2025 6:35,32.5,95.7,1.23,480.36,0.52,0.01,10.13,166.0,64.0,104.0
5/18/2025 6:36,32.5,95.6,1.23,479.26,0.52,0.01,10.13,166.0,64.0,104.0
5/18/2025 6:37,32.5,95.7,1.23,482.04,0.52,0.01,10.12,167.0,64.0,107.0
5/18/2025 6:38,32.5,95.7,1.24,482.04,0.53,0.01,10.14,162.0,64.0,107.0
5/18/2025 6:39,32.5,95.7,1.24,480.36,0.53,0.01,10.1,162.0,68.0,107.0
5/18/2025 6:40,32.5,95.6,1.25,480.36,0.54,0.01,10.1,162.0,72.0,104.0
5/18/2025 6:41,32.5,95.6,1.27,485.41,0.54,0.01,10.1,162.0,71.0,104.0
5/18/2025 6:42,32.5,95.7,1.27,483.72,0.54,0.01,10.1,162.0,71.0,103.0
5/18/2025 6:43,32.5,95.7,1.27,482.6,0.55,0.01,10.1,166.0,63.0,107.0
5/18/2025 6:44,32.5,95.7,1.28,485.96,0.55,0.01,10.11,166.0,64.0,104.0
5/18/2025 6:45,32.6,95.7,1.28,486.53,0.56,0.01,10.09,162.0,72.0,104.0
5/18/2025 6:46,32.5,95.7,1.28,487.66,0.56,0.01,10.09,169.0,65.0,104.0
5/18/2025 6:47,32.5,95.7,1.29,488.23,0.56,0.01,10.12,166.0,69.0,104.0
5/18/2025 6:48,32.5,95.7,1.29,490.5,0.56,0.01,10.12,163.0,72.0,104.0
5/18/2025 6:49,32.5,95.7,1.29,491.63,0.57,0.01,10.11,165.0,65.0,104.0
5/18/2025 6:50,32.5,95.7,1.3,493.35,0.57,0.01,10.14,163.0,69.0,104.0
5/18/2025 6:51,32.5,95.7,1.3,492.21,0.58,0.01,10.12,162.0,68.0,107.0
5/18/2025 6:52,32.5,95.7,1.31,491.63,0.58,0.01,10.1,163.0,73.0,105.0
5/18/2025 6:53,32.5,95.8,1.31,492.21,0.58,0.01,10.1,162.0,68.0,104.0
5/18/2025 6:54,32.5,95.8,1.32,491.63,0.59,0.01,10.1,165.0,64.0,104.0
5/18/2025 6:55,32.5,95.8,1.33,494.5,0.59,0.01,10.11,166.0,67.0,104.0
5/18/2025 6:56,32.5,95.8,1.33,492.21,0.59,0.01,10.12,162.0,64.0,107.0
5/18/2025 6:57,32.5,95.7,1.35,496.8,0.59,0.01,10.09,167.0,68.0,105.0
5/18/2025 6:58,32.5,95.8,1.33,486.53,0.59,0.01,10.1,161.0,64.0,106.0
5/18/2025 6:59,32.5,95.8,1.34,487.66,0.6,0.01,10.12,161.0,72.0,104.0
5/18/2025 7:00,32.5,95.7,1.34,488.24,0.6,0.01,10.12,161.0,71.0,102.0
5/18/2025 7:01,32.5,95.8,1.34,487.66,0.61,0.01,10.13,161.0,67.0,106.0
5/18/2025 7:02,32.5,95.7,1.35,488.23,0.61,0.01,10.14,161.0,68.0,106.0
5/18/2025 7:03,32.5,95.7,1.36,485.96,0.62,0.01,10.13,166.0,64.0,107.0
5/18/2025 7:04,32.5,95.7,1.36,484.28,0.62,0.01,10.12,161.0,68.0,103.0
5/18/2025 7:05,32.6,95.7,1.36,487.1,0.63,0.01,10.11,164.0,67.0,103.0
5/18/2025 7:06,32.5,95.7,1.37,482.04,0.63,0.01,10.12,164.0,67.0,102.0
5/18/2025 7:07,32.5,95.8,1.38,485.96,0.64,0.01,10.08,165.0,63.0,103.0
5/18/2025 7:08,32.5,95.7,1.38,493.95,0.65,0.01,10.06,167.0,70.0,105.0
5/18/2025 7:09,32.6,95.7,1.38,488.23,0.64,0.01,10.12,161.0,68.0,107.0
5/18/2025 7:10,32.5,95.7,1.39,491.06,0.65,0.01,10.11,161.0,67.0,104.0
5/18/2025 7:11,32.5,95.7,1.39,491.63,0.66,0.01,10.12,165.0,64.0,104.0
5/18/2025 7:12,32.6,95.7,1.4,492.78,0.66,0.01,10.11,165.0,68.0,104.0
5/18/2025 7:13,32.5,95.7,1.41,497.37,0.67,0.01,10.09,165.0,68.0,103.0
5/18/2025 7:14,32.5,95.7,1.41,498.53,0.68,0.01,10.1,161.0,69.0,107.0
5/18/2025 7:15,32.6,95.7,1.42,502.02,0.68,0.01,10.08,161.0,64.0,104.0
5/18/2025 7:16,32.6,95.7,1.42,499.12,0.68,0.01,10.1,161.0,68.0,104.0
5/18/2025 7:17,32.6,95.7,1.43,501.45,0.69,0.01,10.1,161.0,67.0,103.0
5/18/2025 7:18,32.5,95.7,1.43,503.18,0.69,0.01,10.09,166.0,67.0,104.0
5/18/2025 7:19,32.5,95.7,1.44,507.91,0.7,0.01,10.09,165.0,69.0,104.0
5/18/2025 7:20,32.5,95.7,1.43,503.77,0.7,0.01,10.1,165.0,64.0,104.0
5/18/2025 7:21,32.5,95.8,1.44,504.95,0.7,0.01,10.11,161.0,72.0,104.0
5/18/2025 7:22,32.5,95.7,1.44,508.48,0.7,0.01,10.12,161.0,65.0,104.0
5/18/2025 7:23,32.5,95.7,1.45,510.27,0.71,0.01,10.11,161.0,69.0,107.0
5/18/2025 7:24,32.5,95.7,1.45,509.07,0.72,0.01,10.11,166.0,64.0,108.0
5/18/2025 7:25,32.6,95.7,1.46,509.66,0.72,0.01,10.09,165.0,64.0,104.0
5/18/2025 7:26,32.5,95.7,1.47,507.89,0.73,0.01,10.08,165.0,68.0,104.0
5/18/2025 7:27,32.5,95.7,1.49,509.66,0.74,0.01,10.1,162.0,65.0,108.0
5/18/2025 7:28,32.5,95.7,1.51,520.45,0.75,0.02,10.05,163.0,70.0,109.0
5/18/2025 7:29,32.5,95.8,1.51,523.5,0.75,0.02,10.04,163.0,69.0,105.0
5/18/2025 7:30,32.5,95.7,1.52,524.72,0.76,0.02,10.07,166.0,65.0,105.0
5/18/2025 7:31,32.5,95.7,1.52,521.06,0.77,0.02,10.03,162.0,70.0,105.0
5/18/2025 7:32,32.6,95.7,1.52,518.04,0.77,0.02,10.06,161.0,64.0,104.0
5/18/2025 7:33,32.5,95.7,1.52,516.23,0.78,0.02,10.05,161.0,72.0,104.0
5/18/2025 7:34,32.5,95.7,1.54,519.85,0.78,0.02,10.03,161.0,67.0,104.0
5/18/2025 7:35,32.5,95.8,1.54,521.68,0.78,0.02,10.04,166.0,67.0,104.0
5/18/2025 7:36,32.5,95.7,1.54,519.26,0.78,0.02,10.06,165.0,65.0,104.0
5/18/2025 7:37,32.5,95.7,1.54,518.66,0.78,0.02,10.06,161.0,67.0,107.0
5/18/2025 7:38,32.6,95.7,1.54,515.03,0.79,0.02,10.08,168.0,64.0,103.0
5/18/2025 7:39,32.6,95.7,1.54,514.44,0.79,0.02,10.08,160.0,63.0,106.0
5/18/2025 7:40,32.5,95.7,1.54,515.03,0.8,0.02,10.08,160.0,63.0,106.0
5/18/2025 7:41,32.6,95.7,1.56,516.85,0.81,0.02,10.06,160.0,71.0,102.0
5/18/2025 7:42,32.5,95.7,1.56,516.23,0.81,0.02,10.08,164.0,67.0,102.0
5/18/2025 7:43,32.6,95.7,1.57,516.23,0.82,0.02,10.06,161.0,67.0,102.0
5/18/2025 7:44,32.6,95.7,1.57,522.28,0.82,0.02,10.04,164.0,63.0,103.0
5/18/2025 7:45,32.5,95.7,1.58,534.62,0.83,0.02,10.05,166.0,64.0,107.0
5/18/2025 7:46,32.6,95.7,1.59,549.16,0.83,0.02,10.06,169.0,65.0,104.0
5/18/2025 7:47,32.6,95.7,1.6,550.46,0.84,0.02,10.04,161.0,70.0,108.0
5/18/2025 7:48,32.5,95.8,1.61,532.75,0.85,0.02,10.03,165.0,63.0,106.0
5/18/2025 7:49,32.6,95.8,1.62,537.73,0.86,0.02,10.04,161.0,65.0,105.0
5/18/2025 7:50,32.5,95.8,1.6,530.88,0.86,0.02,10.04,160.0,63.0,106.0
5/18/2025 7:51,32.5,95.8,1.6,543.52,0.86,0.02,10.05,160.0,63.0,106.0
5/18/2025 7:52,32.5,95.8,1.6,540.9,0.87,0.02,10.03,160.0,66.0,105.0
5/18/2025 7:53,32.5,95.8,1.61,534.6,0.87,0.02,10.05,160.0,71.0,103.0
5/18/2025 7:54,32.5,95.8,1.61,530.88,0.87,0.02,10.05,168.0,63.0,102.0
5/18/2025 7:55,32.5,95.8,1.61,527.78,0.88,0.02,10.04,160.0,66.0,105.0
5/18/2025 7:56,32.6,95.8,1.61,529.02,0.89,0.02,10.03,160.0,67.0,105.0
5/18/2025 7:57,32.6,95.8,1.62,524.72,0.89,0.02,10.03,165.0,62.0,102.0
5/18/2025 7:58,32.6,95.8,1.61,546.72,0.9,0.02,10.03,160.0,71.0,102.0
5/18/2025 7:59,32.6,95.8,1.63,559.54,0.91,0.02,10.03,159.0,65.0,101.0
5/18/2025 8:00,32.5,95.8,1.64,563.49,0.91,0.02,10.02,164.0,65.0,102.0
5/18/2025 8:01,32.6,95.8,1.65,564.8,0.92,0.02,9.99,164.0,63.0,102.0
5/18/2025 8:02,32.6,95.8,1.64,555.63,0.92,0.02,10.03,160.0,70.0,102.0
5/18/2025 8:03,32.5,95.8,1.64,554.33,0.93,0.02,10.02,163.0,65.0,100.0
5/18/2025 8:04,32.5,95.8,1.64,558.92,0.94,0.02,10.03,164.0,61.0,104.0
5/18/2025 8:05,32.6,95.8,1.65,559.54,0.94,0.02,10.04,158.0,67.0,100.0
5/18/2025 8:06,32.5,95.8,1.65,558.23,0.95,0.02,10.02,158.0,66.0,99.0
5/18/2025 8:07,32.5,95.8,1.65,560.19,0.96,0.02,10.03,158.0,59.0,102.0
5/18/2025 8:08,32.5,95.8,1.65,557.58,0.96,0.02,10.03,161.0,58.0,100.0
5/18/2025 8:09,32.6,95.8,1.65,556.94,0.96,0.02,10.05,158.0,63.0,102.0
5/18/2025 8:10,32.6,95.8,1.65,546.6,0.97,0.02,10.03,158.0,59.0,102.0
5/18/2025 8:11,32.5,95.8,1.67,546.6,0.98,0.02,10.04,158.0,66.0,99.0
5/18/2025 8:12,32.6,95.9,1.68,549.81,0.99,0.02,10.03,162.0,64.0,100.0
5/18/2025 8:13,32.6,95.8,1.69,556.28,0.99,0.02,10.01,158.0,66.0,99.0
5/18/2025 8:15,32.6,95.8,1.68,547.9,1.0,0.02,10.05,157.0,62.0,98.0
5/18/2025 8:16,32.6,95.8,1.68,549.16,1.01,0.02,10.03,157.0,57.0,98.0
5/18/2025 8:17,32.6,95.8,1.69,557.6,1.02,0.02,10.01,161.0,62.0,98.0
5/18/2025 8:18,32.6,95.8,1.69,558.24,1.02,0.02,10.05,162.0,61.0,99.0
5/18/2025 8:19,32.6,95.9,1.7,553.68,1.04,0.02,10.02,157.0,64.0,98.0
5/18/2025 8:20,32.6,95.8,1.7,547.24,1.05,0.02,10.03,160.0,62.0,98.0
5/18/2025 8:21,32.6,95.9,1.71,549.17,1.06,0.02,10.02,160.0,61.0,98.0
5/18/2025 8:22,32.6,95.8,1.72,549.17,1.07,0.02,10.0,157.0,61.0,101.0
5/18/2025 8:23,32.6,95.8,1.73,549.17,1.06,0.02,9.99,157.0,64.0,97.0
5/18/2025 8:24,32.6,95.8,1.71,545.95,1.06,0.02,10.02,165.0,58.0,99.0
5/18/2025 8:25,32.6,95.8,1.74,550.46,1.06,0.02,9.94,157.0,61.0,101.0
5/18/2025 8:26,32.6,95.8,1.74,552.39,1.08,0.02,10.01,159.0,60.0,97.0
5/18/2025 8:27,32.6,95.8,1.74,547.25,1.08,0.02,9.97,156.0,59.0,96.0
5/18/2025 8:28,32.5,95.9,1.74,545.33,1.08,0.02,10.03,160.0,61.0,98.0
5/18/2025 8:29,32.6,95.9,1.73,546.6,1.08,0.02,10.05,161.0,62.0,99.0
5/18/2025 8:30,32.6,95.9,1.73,555.63,1.08,0.02,10.04,157.0,61.0,98.0
5/18/2025 8:31,32.6,95.9,1.73,556.28,1.08,0.02,10.05,162.0,62.0,99.0
5/18/2025 8:32,32.6,95.9,1.73,554.33,1.09,0.02,10.05,161.0,57.0,98.0
5/18/2025 8:33,32.6,95.9,1.74,547.88,1.1,0.02,10.02,161.0,57.0,97.0
5/18/2025 8:34,32.6,95.9,1.75,545.97,1.11,0.02,10.04,157.0,62.0,98.0
5/18/2025 8:35,32.6,95.9,1.74,545.32,1.12,0.02,10.03,156.0,60.0,97.0
5/18/2025 8:37,32.6,96.0,1.76,553.03,1.13,0.02,10.04,156.0,60.0,100.0
5/18/2025 8:38,32.6,95.9,1.76,547.9,1.14,0.02,10.06,160.0,61.0,98.0
5/18/2025 8:39,32.6,96.0,1.77,543.43,1.15,0.02,10.02,157.0,61.0,100.0
5/18/2025 8:40,32.6,95.9,1.78,547.9,1.16,0.02,10.0,159.0,59.0,96.0
5/18/2025 8:42,32.6,95.9,1.79,549.81,1.17,0.02,10.0,156.0,63.0,96.0
5/18/2025 8:43,32.6,96.0,1.81,560.86,1.16,0.02,10.64,170.0,90.0,118.0
5/18/2025 8:44,32.6,96.0,1.77,545.95,1.15,0.02,10.03,161.0,55.0,100.0
5/18/2025 8:45,32.6,96.0,1.84,559.54,1.2,0.02,9.92,156.0,60.0,97.0
5/18/2025 8:46,32.6,96.0,1.84,552.38,1.22,0.02,9.87,159.0,56.0,95.0
5/18/2025 8:47,32.6,96.0,1.8,533.36,1.2,0.02,10.01,157.0,65.0,98.0
5/18/2025 8:48,32.6,96.0,1.82,534.61,1.21,0.02,10.01,157.0,64.0,98.0
5/18/2025 8:49,32.6,96.0,1.83,536.48,1.22,0.02,9.99,161.0,56.0,97.0
5/18/2025 8:50,32.6,96.1,1.84,533.42,1.26,0.02,10.01,155.0,54.0,99.0
5/18/2025 8:51,32.6,96.1,1.81,527.2,1.25,0.02,10.01,164.0,57.0,97.0
5/18/2025 8:52,32.6,96.1,1.8,521.71,1.25,0.02,10.0,157.0,59.0,98.0
5/18/2025 8:53,32.6,96.1,1.84,529.05,1.29,0.02,9.9,153.0,54.0,95.0
5/18/2025 8:54,32.6,96.1,1.84,522.31,1.29,0.02,9.9,157.0,55.0,93.0
5/18/2025 8:55,32.6,96.1,1.85,533.39,1.3,0.02,10.0,158.0,61.0,97.0
5/18/2025 8:56,32.6,96.1,1.8,534.1,1.26,0.02,10.03,162.0,62.0,99.0
5/18/2025 8:57,32.6,96.1,1.81,539.66,1.27,0.02,10.08,156.0,55.0,101.0
5/18/2025 8:58,32.6,96.1,1.83,527.21,1.27,0.02,10.07,159.0,59.0,96.0
5/18/2025 8:59,32.6,96.1,1.85,542.9,1.29,0.02,10.0,163.0,63.0,100.0
5/18/2025 9:00,32.6,96.1,1.86,551.82,1.3,0.02,9.99,155.0,54.0,95.0
5/18/2025 9:01,32.6,96.1,1.85,533.37,1.33,0.02,10.0,163.0,54.0,96.0
5/18/2025 9:02,32.6,96.1,1.86,552.46,1.33,0.02,10.06,156.0,59.0,99.0
5/18/2025 9:03,32.6,96.1,1.83,535.01,1.29,0.02,10.01,156.0,63.0,97.0
5/18/2025 9:04,32.6,96.1,1.85,538.5,1.34,0.02,9.91,155.0,62.0,96.0
5/18/2025 9:05,32.6,96.1,1.89,552.47,1.37,0.02,9.95,158.0,54.0,93.0
5/18/2025 9:06,32.6,96.1,1.82,537.77,1.33,0.02,10.07,155.0,53.0,98.0
5/18/2025 9:07,32.6,96.1,1.82,544.73,1.34,0.02,10.04,156.0,56.0,101.0
5/18/2025 9:08,32.6,96.1,1.84,542.23,1.35,0.02,10.04,155.0,61.0,98.0
5/18/2025 9:09,32.6,96.2,1.86,544.05,1.37,0.02,10.01,155.0,53.0,98.0
5/18/2025 9:10,32.7,96.1,1.84,539.66,1.37,0.02,10.01,154.0,51.0,97.0
5/18/2025 9:11,32.7,96.2,1.86,549.19,1.39,0.02,10.03,155.0,61.0,95.0
5/18/2025 9:12,32.7,96.1,1.88,549.17,1.42,0.02,10.02,158.0,56.0,94.0
5/18/2025 9:13,32.7,96.2,1.88,543.49,1.41,0.02,9.94,155.0,57.0,98.0
5/18/2025 9:14,32.7,96.2,1.92,547.26,1.45,0.02,9.9,156.0,46.0,93.0
5/18/2025 9:15,32.7,96.2,1.88,525.96,1.43,0.02,9.96,155.0,53.0,91.0
5/18/2025 9:16,32.7,96.3,1.91,525.34,1.47,0.02,9.88,155.0,50.0,89.0
5/18/2025 9:17,32.7,96.3,1.87,513.86,1.45,0.02,10.02,153.0,55.0,96.0
5/18/2025 9:18,32.7,96.3,1.87,514.44,1.45,0.02,10.03,158.0,51.0,96.0
5/18/2025 9:19,32.7,96.3,1.87,515.63,1.45,0.02,9.98,153.0,54.0,92.0
5/18/2025 9:20,32.7,96.3,1.91,524.72,1.49,0.02,9.9,156.0,49.0,92.0
5/18/2025 9:21,32.7,96.2,1.9,524.72,1.49,0.02,9.99,156.0,55.0,92.0
5/18/2025 9:22,32.7,96.2,1.94,537.73,1.54,0.02,9.88,151.0,51.0,92.0
5/18/2025 9:23,32.7,96.3,1.92,539.68,1.54,0.02,9.86,151.0,52.0,91.0
5/18/2025 9:24,32.7,96.3,1.9,541.55,1.52,0.02,10.05,154.0,56.0,94.0
5/18/2025 9:26,32.7,96.3,1.87,532.19,1.51,0.02,10.03,152.0,58.0,92.0
5/18/2025 9:27,32.8,96.3,1.89,519.89,1.52,0.02,10.02,153.0,54.0,96.0
5/18/2025 9:28,32.8,96.2,1.89,537.77,1.53,0.02,10.06,157.0,53.0,92.0
5/18/2025 9:29,32.8,96.2,1.9,524.12,1.55,0.02,10.0,156.0,53.0,91.0
5/18/2025 9:30,32.8,96.3,1.96,544.07,1.61,0.02,9.87,150.0,49.0,91.0
5/18/2025 9:31,32.8,96.3,2.01,568.2,1.67,0.02,9.91,155.0,51.0,90.0
5/18/2025 9:32,32.8,96.3,1.99,547.9,1.64,0.02,9.73,148.0,45.0,88.0
5/18/2025 9:33,32.8,96.3,2.0,549.19,1.69,0.02,9.87,151.0,49.0,92.0
5/18/2025 9:34,32.8,96.3,1.92,539.03,1.61,0.02,9.97,152.0,51.0,90.0
5/18/2025 9:35,32.8,96.4,2.03,561.62,1.72,0.02,9.8,153.0,46.0,90.0
5/18/2025 9:36,32.8,96.4,2.08,558.25,1.75,0.02,9.66,150.0,42.0,83.0
5/18/2025 9:37,32.8,96.5,2.08,556.94,1.78,0.02,9.83,154.0,47.0,88.0
5/18/2025 9:38,32.8,96.4,1.98,547.29,1.7,0.02,9.94,153.0,49.0,89.0
5/18/2025 9:39,32.8,96.5,1.98,535.86,1.71,0.02,9.95,150.0,49.0,88.0
5/18/2025 9:40,32.8,96.5,2.05,566.86,1.76,0.02,9.75,147.0,42.0,87.0
5/18/2025 9:41,32.8,96.5,2.13,567.49,1.85,0.02,9.61,144.0,37.0,79.0
5/18/2025 9:42,32.8,96.5,2.02,562.19,1.78,0.02,9.93,149.0,47.0,90.0
5/18/2025 9:43,32.8,96.4,2.08,573.51,1.81,0.02,9.8,150.0,42.0,83.0
5/18/2025 9:44,32.8,96.5,2.11,578.29,1.86,0.02,9.77,147.0,46.0,86.0
5/18/2025 9:45,32.8,96.4,2.1,571.47,1.86,0.02,9.74,146.0,42.0,85.0
5/18/2025 9:46,32.9,96.4,2.11,567.48,1.88,0.02,9.81,147.0,46.0,83.0
5/18/2025 9:47,32.9,96.4,2.08,564.17,1.85,0.02,9.75,150.0,41.0,87.0
5/18/2025 9:48,32.9,96.5,2.08,560.19,1.87,0.02,9.82,148.0,49.0,85.0
5/18/2025 9:49,32.9,96.5,2.08,570.17,1.87,0.02,9.85,148.0,48.0,84.0
5/18/2025 9:50,32.9,96.5,2.16,604.04,1.94,0.02,9.69,148.0,39.0,81.0
5/18/2025 9:51,32.9,96.6,2.17,599.01,1.96,0.02,9.72,150.0,36.0,82.0
5/18/2025 9:52,32.9,96.5,2.18,596.87,1.98,0.02,9.7,149.0,42.0,80.0
5/18/2025 9:53,32.9,96.5,2.16,585.05,1.98,0.02,9.77,147.0,46.0,87.0
5/18/2025 9:54,32.9,96.5,2.11,572.16,1.94,0.02,9.91,147.0,42.0,86.0
5/18/2025 9:55,32.9,96.5,2.07,552.38,1.91,0.02,9.92,149.0,42.0,82.0
5/18/2025 9:56,32.9,96.6,2.1,562.84,1.94,0.02,9.93,150.0,40.0,82.0
5/18/2025 9:57,32.9,96.6,2.11,582.99,1.95,0.02,9.89,149.0,40.0,82.0
5/18/2025 9:58,32.9,96.5,2.1,576.87,1.95,0.02,9.94,151.0,37.0,86.0
5/18/2025 9:59,32.9,96.6,2.12,591.29,1.98,0.02,9.89,153.0,36.0,81.0
5/18/2025 10:00,32.9,96.5,2.15,593.41,2.01,0.02,9.85,148.0,42.0,80.0
5/18/2025 10:01,33.0,96.5,2.18,584.4,2.05,0.02,9.77,143.0,35.0,82.0
5/18/2025 10:02,32.9,96.6,2.25,599.69,2.11,0.02,9.73,147.0,33.0,76.0
5/18/2025 10:03,33.0,96.6,2.19,598.3,2.07,0.02,9.88,145.0,39.0,83.0
5/18/2025 10:04,33.0,96.5,2.14,581.63,2.04,0.02,9.93,146.0,41.0,84.0
5/18/2025 10:05,33.0,96.6,2.14,608.6,2.04,0.02,9.96,149.0,42.0,82.0
5/18/2025 10:06,33.0,96.6,2.14,597.58,2.03,0.02,10.02,147.0,43.0,87.0
5/18/2025 10:07,33.0,96.6,2.15,603.23,2.04,0.02,10.04,152.0,39.0,87.0
5/18/2025 10:08,33.0,96.6,2.16,613.25,2.06,0.02,9.95,146.0,41.0,85.0
5/18/2025 10:09,33.0,96.6,2.18,616.16,2.07,0.02,10.02,150.0,43.0,83.0
5/18/2025 10:10,33.0,96.6,2.16,606.85,2.06,0.02,10.0,150.0,42.0,82.0
5/18/2025 10:11,33.0,96.6,2.18,594.1,2.08,0.02,9.99,146.0,41.0,85.0
5/18/2025 10:12,33.0,96.6,2.19,585.75,2.1,0.02,9.94,144.0,39.0,80.0
5/18/2025 10:14,33.0,96.6,2.19,610.65,2.11,0.02,10.06,146.0,40.0,81.0
5/18/2025 10:15,33.1,96.6,2.16,598.33,2.08,0.02,10.08,151.0,38.0,82.0
5/18/2025 10:16,33.0,96.6,2.16,600.53,2.11,0.02,10.12,151.0,42.0,83.0
5/18/2025 10:17,33.0,96.6,2.14,570.84,2.08,0.02,10.13,150.0,43.0,83.0
5/18/2025 10:18,33.0,96.7,2.13,574.84,2.07,0.02,10.15,147.0,43.0,83.0
5/18/2025 10:19,33.1,96.7,2.16,574.16,2.1,0.02,10.14,146.0,42.0,85.0
5/18/2025 10:20,33.0,96.7,2.16,574.16,2.11,0.02,10.15,149.0,41.0,82.0
5/18/2025 10:21,33.1,96.7,2.18,577.55,2.12,0.02,10.19,147.0,46.0,83.0
5/18/2025 10:22,33.1,96.8,2.16,578.21,2.11,0.02,10.21,151.0,41.0,86.0
5/18/2025 10:23,33.1,96.7,2.19,585.04,2.15,0.02,10.15,146.0,45.0,85.0
5/18/2025 10:24,33.1,96.7,2.21,630.97,2.17,0.02,10.14,147.0,44.0,87.0
